Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
The World of the Tarot: The Gypsy Method of Reading the Tarot,"The only book ever written to help you understand how to use the Swiss Gipsy Tarot deck designed by Waiter Wegmuller. Discusses the Indian origins of the tarot, mythical numbers, the circle of seasons, nomadic magic, how the gypsies worked with the cards, example card readings, and of course, definitions of both major and minor arcana.",['Sergius Golowin'],,http://books.google.nl/books?id=v8Q2AAAACAAJ&dq=The+World+of+the+Tarot:+The+Gypsy+Method+of+Reading+the+Tarot&hl=&cd=1&source=gbs_api,Red Wheel,1988-01-01,http://books.google.nl/books?id=v8Q2AAAACAAJ&dq=The+World+of+the+Tarot:+The+Gypsy+Method+of+Reading+the+Tarot&hl=&source=gbs_api,['Tarot'],
"God, Man, and the Thinker - Philosophies of Religion","Also includes some information on Judaism, Buddhism, and Jainism.",['Donald Arthur Wells'],http://books.google.com/books/content?id=-Ck1AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=-Ck1AQAAIAAJ&q=God,+Man,+and+the+Thinker+-+Philosophies+of+Religion&dq=God,+Man,+and+the+Thinker+-+Philosophies+of+Religion&hl=&cd=1&source=gbs_api",,1962,"http://books.google.nl/books?id=-Ck1AQAAIAAJ&dq=God,+Man,+and+the+Thinker+-+Philosophies+of+Religion&hl=&source=gbs_api",['Religion'],
Wormwood and Whines : Poetry for Grouchy People,,['Graal Braun'],http://books.google.com/books/content?id=NPPcPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=NPPcPAAACAAJ&dq=Wormwood+and+Whines+:+Poetry+for+Grouchy+People&hl=&cd=1&source=gbs_api,Superiorbooks.Com Incorporated,2001-02-01,http://books.google.nl/books?id=NPPcPAAACAAJ&dq=Wormwood+and+Whines+:+Poetry+for+Grouchy+People&hl=&source=gbs_api,['Poetry'],
A Year of Afghans (Bk. 5),"LA# 5260 - A Year of Baby Afghans Book 5 When there's a new baby on the way, these 12 darling afghan patterns give you an entire year of soft-and-cozy blankets to crochet. In June, welcome that sweet girl or boy with an ocean of colorful fish. Treat Baby to the fun of peppermints at Christmas, or a shower of blue diamonds in April. Whatever the time of year, your thoughtful gift will inspire plenty of comfort and lots of precious smiles! 12 projects for crochet: January (white Popcorn Stitch), February (sugar and spice), March (tulips), April (blue diamonds), May (lacy blooms), June (colorful f ish), July (red, white, and blue), August (pastel stripes), September (sunflowers), October (scallop-edged), November (stripes with clusters ), and December (peppermint discs).","['Leisure Arts, Inc.']",http://books.google.com/books/content?id=pfvxS8cy-JEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=pfvxS8cy-JEC&pg=PP1&dq=A+Year+of+Afghans+(Bk.+5)&hl=&cd=1&source=gbs_api,Leisure Arts,2011-04-01,http://books.google.nl/books?id=pfvxS8cy-JEC&dq=A+Year+of+Afghans+(Bk.+5)&hl=&source=gbs_api,['Crafts & Hobbies'],
Tan Tan's Suspenders,"A pair of ordinary suspenders becomes a hammock, a slingshot, and other sources of fun for a happy-go-lucky monkey.",['Kazuo Iwamura'],,http://books.google.nl/books?id=N_gMAgAACAAJ&dq=Tan+Tan%27s+Suspenders&hl=&cd=1&source=gbs_api,Simon & Schuster Books For Young Readers,1983-01-01,http://books.google.nl/books?id=N_gMAgAACAAJ&dq=Tan+Tan%27s+Suspenders&hl=&source=gbs_api,['Monkeys'],
The Building,,,http://books.google.com/books/content?id=2yZJAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=2yZJAQAAMAAJ&pg=PA75&dq=The+Building&hl=&cd=1&source=gbs_api,,1866,https://play.google.com/store/books/details?id=2yZJAQAAMAAJ&source=gbs_api,['Architecture'],
Chopin: The Man and His Music,"This classic in music biography and criticism reflects the intimate knowledge of Chopin's music acquired by the author while studying to become a concert pianist. Part 1 deals with Chopin's life and comments on his teachings and performances; the second part offers a brilliant, piece-by-piece analysis of the entire body of his music.",['James Huneker'],http://books.google.com/books/content?id=wNUi43LGaF0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=wNUi43LGaF0C&printsec=frontcover&dq=Chopin:+The+Man+and+His+Music&hl=&cd=1&source=gbs_api,Courier Corporation,1966-01-01,http://books.google.nl/books?id=wNUi43LGaF0C&dq=Chopin:+The+Man+and+His+Music&hl=&source=gbs_api,['Biography & Autobiography'],2.0
"Bermuda '99: The Complete Guide with Secluded Beaches, Resorts and Cottages and Seaside Golf (Fodor's Bermuda)","Provides information on points of scenic interest, transportation, sports, accommodations, dining, and entertainment","[""Inc. Fodor's Travel Publications"", ""Fodor's""]",http://books.google.com/books/content?id=JO2nQAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=JO2nQAAACAAJ&dq=Bermuda+%2799:+The+Complete+Guide+with+Secluded+Beaches,+Resorts+and+Cottages+and+Seaside+Golf+(Fodor%27s+Bermuda)&hl=&cd=1&source=gbs_api",Fodor's,1999-01-15,"http://books.google.nl/books?id=JO2nQAAACAAJ&dq=Bermuda+%2799:+The+Complete+Guide+with+Secluded+Beaches,+Resorts+and+Cottages+and+Seaside+Golf+(Fodor%27s+Bermuda)&hl=&source=gbs_api",['Travel'],
The Sopranos: A Family History --Season 4 (Revised and Updated),"Discusses the history of the fictional family, including Tony Soprano's childhood and life as part of the Soprano family, and provides information about the cast of the HBO series and a synopsis of the first four seasons.",['Allen Rucker'],http://books.google.com/books/content?id=dosBAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=dosBAAAACAAJ&dq=The+Sopranos:+A+Family+History+--Season+4+(Revised+and+Updated)&hl=&cd=1&source=gbs_api,New Amer Library,2003,http://books.google.nl/books?id=dosBAAAACAAJ&dq=The+Sopranos:+A+Family+History+--Season+4+(Revised+and+Updated)&hl=&source=gbs_api,['Performing Arts'],
Fish Face,"It’s Career Week at Bayport Elementary, and Frank and Joe’s school assembly turns up some interesting guests. One student’s uncle is an animal trainer who brings a chimpanzee. Another girl’s father is an anthropologist who brings in a mask decorated with feathers and shells from a Pacific island. But when the assembly is interrupted by a fire drill, the mask is stolen—and the Hardys spring into action.",['Franklin W. Dixon'],http://books.google.com/books/content?id=nCNtiLy15fcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=nCNtiLy15fcC&pg=PT20&dq=Fish+Face&hl=&cd=1&source=gbs_api,Simon and Schuster,2013-10-29,https://play.google.com/store/books/details?id=nCNtiLy15fcC&source=gbs_api,['Juvenile Fiction'],
"The Solar Home Book: Heating, Cooling and Designing With the Sun","""All the information you need to make solar energy work for you.""--Readinghabit.com.au viewed June 29, 2022.","['Bruce Anderson', 'Michael Riordan', 'Linda Goodman']",http://books.google.com/books/content?id=B7xBqlJF1W4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=B7xBqlJF1W4C&q=The+Solar+Home+Book:+Heating,+Cooling+and+Designing+With+the+Sun&dq=The+Solar+Home+Book:+Heating,+Cooling+and+Designing+With+the+Sun&hl=&cd=1&source=gbs_api",Conran Octopus,1976,"http://books.google.nl/books?id=B7xBqlJF1W4C&dq=The+Solar+Home+Book:+Heating,+Cooling+and+Designing+With+the+Sun&hl=&source=gbs_api",['Architecture and solar radiation'],
My mass,"The Mass in My Life is the story of a Catholic laywoman's lifelong experience of the Mass. She recaptures childhood experiences, traces a path to adulthood, and in her elder years finds a wondrous gratitude for the Mass. Along the way, family, friends, pastors, favorite authors, and the Mass itself lighten her way as she seeks, in the words of an old missal, ""the God who is the joy of my youth."" Personal and family memories are recalled side-by-side with selected prayers of the Mass from her collection of missals that covers seven decades. The meaning of the Mass unfolds as the years go by, marked by ordinary days as well as rites of passage. Each chapter focuses on a milestone or period in the author's life and a prayer from the Order of the Mass. The two themes, life and Mass, interweave chronologically in a unique twofold structure. There are rich and sometimes troubling memories of personal and family life here, but always an attentive longing for the Mass which the author sees as the transforming experience of her life.",['Rosemary Lunardini'],http://books.google.com/books/content?id=wvvrVJ53nk4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=wvvrVJ53nk4C&pg=PT148&dq=My+mass&hl=&cd=1&source=gbs_api,iUniverse,2009-01-17,http://books.google.nl/books?id=wvvrVJ53nk4C&dq=My+mass&hl=&source=gbs_api,['Biography & Autobiography'],
An Historical Guide to Afghanistan (Afghan Tourist Organization Publication),,['Nancy Hatch Dupree'],,http://books.google.nl/books?id=T__DHAAACAAJ&dq=An+Historical+Guide+to+Afghanistan+(Afghan+Tourist+Organization+Publication)&hl=&cd=1&source=gbs_api,,1977,http://books.google.nl/books?id=T__DHAAACAAJ&dq=An+Historical+Guide+to+Afghanistan+(Afghan+Tourist+Organization+Publication)&hl=&source=gbs_api,['Afghanistan'],
Plasticville,"""Brings to mind Cornell, Schwitters...imbues commonplace with meaning and integrity.""...Bernard Cooper",['David Trinidad'],http://books.google.com/books/content?id=iIRbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=iIRbAAAAMAAJ&q=Plasticville&dq=Plasticville&hl=&cd=1&source=gbs_api,,2000,http://books.google.nl/books?id=iIRbAAAAMAAJ&dq=Plasticville&hl=&source=gbs_api,['Poetry'],
Frederick Douglass: The Narrative and Selected Writings,Introduction by Michael Meyer,"['Frederick Douglass', 'Michael Meyer']",http://books.google.com/books/content?id=es9VPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=es9VPwAACAAJ&dq=Frederick+Douglass:+The+Narrative+and+Selected+Writings&hl=&cd=1&source=gbs_api,,2008-07-10,http://books.google.nl/books?id=es9VPwAACAAJ&dq=Frederick+Douglass:+The+Narrative+and+Selected+Writings&hl=&source=gbs_api,['Language Arts & Disciplines'],
The Ministry: How Japan's Most Powerful Institution Endangers World Markets,"The Ministry of Finance in Japan, perhaps one of the most powerful bureaucracies in the world, has created an economic superpower out of postwar shambles. This book details the Ministry's evolution as well as its current attempt to retain its position in a transformed economy.",['James Robert Brown'],http://books.google.com/books/content?id=YALptE82j04C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=YALptE82j04C&pg=PA260&dq=The+Ministry:+How+Japan%27s+Most+Powerful+Institution+Endangers+World+Markets&hl=&cd=1&source=gbs_api,Greenwood Publishing Group,1999,http://books.google.nl/books?id=YALptE82j04C&dq=The+Ministry:+How+Japan%27s+Most+Powerful+Institution+Endangers+World+Markets&hl=&source=gbs_api,['Business & Economics'],
"*OP Risen, The",,['James Plunkett'],,"http://books.google.nl/books?id=99gDPwAACAAJ&dq=*OP+Risen,+The&hl=&cd=1&source=gbs_api",,1978,"http://books.google.nl/books?id=99gDPwAACAAJ&dq=*OP+Risen,+The&hl=&source=gbs_api",,
The Simon & Schuster Book of Greek Gods and Heroes,"Provides synonyms, antonyms, and homonyms for over 6000 words listed in alphabetical order.","['George Beal', 'Simon & Schuster']",http://books.google.com/books/content?id=42D38I4_lSYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=42D38I4_lSYC&pg=PA1&dq=The+Simon&hl=&cd=1&source=gbs_api,Simon and Schuster,1984,http://books.google.nl/books?id=42D38I4_lSYC&dq=The+Simon&hl=&source=gbs_api,['English language'],
What Would Jefferson Say?,"PREFACE. THE Author of this very practical treatise on Scotch Loch - Fishing desires clearly that it may be of use to all who had it. He does not pretend to have written anything new, but to have attempted to put what he has to say in as readable a form as possible. Everything in the way of the history and habits of fish has been studiously avoided, and technicalities have been used as sparingly as possible. The writing of this book has afforded him pleasure in his leisure moments, and that pleasure would be much increased if he knew that the perusal of it would create any bond of sympathy between himself and the angling community in general. This section is interleaved with blank shects for the readers notes. The Author need hardly say that any suggestions addressed to the case of the publishers, will meet with consideration in a future edition. We do not pretend to write or enlarge upon a new subject. Much has been said and written-and well said and written too on the art of fishing but loch-fishing has been rather looked upon as a second-rate performance, and to dispel this idea is one of the objects for which this present treatise has been written. Far be it from us to say anything against fishing, lawfully practised in any form but many pent up in our large towns will bear us out when me say that, on the whole, a days loch-fishing is the most convenient. One great matter is, that the loch-fisher is depend- ent on nothing but enough wind to curl the water, -and on a large loch it is very seldom that a dead calm prevails all day, -and can make his arrangements for a day, weeks beforehand whereas the stream- fisher is dependent for a good take on the state of the water and however pleasant and easy it may be for one living near the banks of a good trout stream or river, it is quite another matter to arrange for a days river-fishing, if one is looking forward to a holiday at a date some weeks ahead. Providence may favour the expectant angler with a good day, and the water in order but experience has taught most of us that the good days are in the minority, and that, as is the case with our rapid running streams, -such as many of our northern streams are, -the water is either too large or too small, unless, as previously remarked, you live near at hand, and can catch it at its best. A common belief in regard to loch-fishing is, that the tyro and the experienced angler have nearly the same chance in fishing, -the one from the stern and the other from the bow of the same boat. Of all the absurd beliefs as to loch-fishing, this is one of the most absurd. Try it. Give the tyro either end of the boat he likes give him a cast of ally flies he may fancy, or even a cast similar to those which a crack may be using and if he catches one for every three the other has, he may consider himself very lucky. Of course there are lochs where the fish are not abundant, and a beginner may come across as many as an older fisher but we speak of lochs where there are fish to be caught, and where each has a fair chance. Again, it is said that the boatman has as much to do with catching trout in a loch as the angler. Well, we dont deny that. In an untried loch it is necessary to have the guidance of a good boatman but the same argument holds good as to stream-fishing...",['Dumas Malone'],http://books.google.com/books/content?id=M18UambLINQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=M18UambLINQC&dq=What+Would+Jefferson+Say%3F&hl=&cd=1&source=gbs_api,Warren Press,2007-03,http://books.google.nl/books?id=M18UambLINQC&dq=What+Would+Jefferson+Say%3F&hl=&source=gbs_api,['Biography & Autobiography'],
"Get Busy, Beaver! (Book and Audio CD) (Paperback)","Violet Hall wordt er doodmoe van dat alles in haar familie altijd in het teken moet staan van de ijshockeycarrière van haar stiefbroer. Maar als ze weer eens wordt meegesleept naar een van zijn wedstrijden ontmoet ze teamcaptain Alex Waters. Hij is niet alleen bloedmooi, maar ook nog eens slim en heel grappig. Het enige nadeel: zijn reputatie. Alex Waters heeft een reputatie als playboy. Tijdens een borrel na de wedstrijd klikt het meteen tussen hem en de prettig gestoorde Violet. Alex is ervan overtuigd: hij wil meer. Maar hoe kan hij Violet ervan overtuigen dat hij alleen op het ijs een player is? Reviews: ‘Meeslepend, sexy, overrompelend, duister, ongelooflijk erotisch en een ongeëvenaard liefdesverhaal. Komt zeker op mijn lijst van favorieten.’ – Alice Clayton",['Helena Hunting'],http://books.google.com/books/content?id=B3lJEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=B3lJEAAAQBAJ&printsec=frontcover&dq=Get+Busy,+Beaver!+(Book+and+Audio+CD)+(Paperback)&hl=&cd=1&source=gbs_api",Singel Uitgeverijen,2021-10-21,https://play.google.com/store/books/details?id=B3lJEAAAQBAJ&source=gbs_api,['Fiction'],
The Martian named Smith: Critical perspectives on Robert A. Heinlein's Stranger in a strange land,,"['William H. Patterson', 'Andrew Thornton']",http://books.google.com/books/content?id=BZkrAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=BZkrAQAAIAAJ&q=The+Martian+named+Smith:+Critical+perspectives+on+Robert+A.+Heinlein%27s+Stranger+in+a+strange+land&dq=The+Martian+named+Smith:+Critical+perspectives+on+Robert+A.+Heinlein%27s+Stranger+in+a+strange+land&hl=&cd=1&source=gbs_api,,2001,http://books.google.nl/books?id=BZkrAQAAIAAJ&dq=The+Martian+named+Smith:+Critical+perspectives+on+Robert+A.+Heinlein%27s+Stranger+in+a+strange+land&hl=&source=gbs_api,"['Satire, American']",
Swinger of Birches with Book,,['Sidney Cox'],,http://books.google.nl/books?id=mWxhPwAACAAJ&dq=Swinger+of+Birches+with+Book&hl=&cd=1&source=gbs_api,,1964,http://books.google.nl/books?id=mWxhPwAACAAJ&dq=Swinger+of+Birches+with+Book&hl=&source=gbs_api,,
Ski Tours in the Sierra Nevada: East of the Sierra,"This exclusive travel guide guides the visitor through the most incredible activities to be found in Shanghai: savour the food of world-class chefs in Asia's most romantic two-seater salon; eat at the best holes-in-the-walls and discover local street food haunts; find the best tailors and quality cashmere, satins and brocades by the yard; expert ......",['Marcus Libkind'],http://books.google.com/books/content?id=SqUIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=SqUIAAAACAAJ&dq=Ski+Tours+in+the+Sierra+Nevada:+East+of+the+Sierra&hl=&cd=1&source=gbs_api,Wilderness Press,1986-10-01,http://books.google.nl/books?id=SqUIAAAACAAJ&dq=Ski+Tours+in+the+Sierra+Nevada:+East+of+the+Sierra&hl=&source=gbs_api,['Sports & Recreation'],
The Ultimate Guide to Freshwater Fishing,"Discusses how to catch fish anywhere and anytime, artificial lures, and live bait.","['Dick Sternberg', 'North American Fishing Club']",http://books.google.com/books/content?id=4Bwc3bjwj7UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=4Bwc3bjwj7UC&pg=PA6&dq=The+Ultimate+Guide+to+Freshwater+Fishing&hl=&cd=1&source=gbs_api,"Publishing Solutions, LLC",2003,http://books.google.nl/books?id=4Bwc3bjwj7UC&dq=The+Ultimate+Guide+to+Freshwater+Fishing&hl=&source=gbs_api,['Sports & Recreation'],1.0
"Nursery Knits: 25 Easy-Knit Designs for Clothes, Toys and Decorations","Text, pictures, and patterns describe how to knit clothing items, toys, and decorations for young children.",['Zoe Mellor'],http://books.google.com/books/content?id=t5BnuQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=t5BnuQEACAAJ&dq=Nursery+Knits:+25+Easy-Knit+Designs+for+Clothes,+Toys+and+Decorations&hl=&cd=1&source=gbs_api",Krause Publications,2005-04-10,"http://books.google.nl/books?id=t5BnuQEACAAJ&dq=Nursery+Knits:+25+Easy-Knit+Designs+for+Clothes,+Toys+and+Decorations&hl=&source=gbs_api",['Crafts & Hobbies'],1.0
Starck's Prayer-Book,"Since 1921, the Concordia Edition of Johann Starck's Prayer Book has encouraged thousands of Christians in their personal prayer life. This updated edition provides a comprehensive collection of prayers and meditations that speak to contemporary Christians while preserving the richness and depth of expression of the original.","['Johann Friedrich Starck', 'W. H. T. Dau', 'William Weedon']",http://books.google.com/books/content?id=2KMEPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=2KMEPwAACAAJ&dq=Starck%27s+Prayer-Book&hl=&cd=1&source=gbs_api,,2009-01-01,http://books.google.nl/books?id=2KMEPwAACAAJ&dq=Starck%27s+Prayer-Book&hl=&source=gbs_api,['Religion'],
Read Write Inc. Phonics: Get Writing! Yellow Set 5: Pack of 10 Titles,"There is one Get Writing! Book to go with each set of Storybooks. The books include 10, 12 or 13 sets of activities - one for each story in every set. The books include writing, spelling and editing activities and there is a picture strip to write about. Notes for the teacher are included in every book.",['Ruth Miskin'],http://books.google.com/books/content?id=GVzAswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=GVzAswEACAAJ&dq=Read+Write+Inc.+Phonics:+Get+Writing!+Yellow+Set+5:+Pack+of+10+Titles&hl=&cd=1&source=gbs_api,,2006-07-09,http://books.google.nl/books?id=GVzAswEACAAJ&dq=Read+Write+Inc.+Phonics:+Get+Writing!+Yellow+Set+5:+Pack+of+10+Titles&hl=&source=gbs_api,,
A Concise Hopi and English Lexicon,"A Concise Hopi and English Lexicon is a lexical research tool for persons interested in the Hopi language. An effort has been made to include the most frequent forms of basic roots. The work is designed to serve as wide-ranging an audience as possible: Hopi speakers as well as those not fluent in this language, the scholar as well as the general reader. The lexicon treats the Third Mesa dialect and the vocabulary items are limited to items of common usage. The work is presented in two sections: the first and main section is Hopi-English and the second is an English-Hopi index.",['David Leedom Shaul'],http://books.google.com/books/content?id=YlnwKAt6v68C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=YlnwKAt6v68C&printsec=frontcover&dq=A+Concise+Hopi+and+English+Lexicon&hl=&cd=1&source=gbs_api,John Benjamins Publishing,1985-01-01,http://books.google.nl/books?id=YlnwKAt6v68C&dq=A+Concise+Hopi+and+English+Lexicon&hl=&source=gbs_api,['Literary Criticism'],
Healing Life's Hurts: Healing Memories through the Five Stages of Forgiveness,"""Explores the concept of emotional and physical healing as well as exploring the five stages of acceptance of death and dying in light of prayer and religious experience""--Amazon.com.","['Matthew Linn', 'Dennis Linn']",http://books.google.com/books/content?id=G5MF52IGA5kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=G5MF52IGA5kC&printsec=frontcover&dq=Healing+Life%27s+Hurts:+Healing+Memories+through+the+Five+Stages+of+Forgiveness&hl=&cd=1&source=gbs_api,Paulist Press,1978,https://play.google.com/store/books/details?id=G5MF52IGA5kC&source=gbs_api,['Psychology'],1.0
Shadrach Minkins: From Fugitive Slave to Citizen,,['Gary Lee COLLISON'],http://books.google.com/books/content?id=BKiB0EPFEM8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=BKiB0EPFEM8C&printsec=frontcover&dq=Shadrach+Minkins:+From+Fugitive+Slave+to+Citizen&hl=&cd=1&source=gbs_api,Harvard University Press,2009-06-30,https://play.google.com/store/books/details?id=BKiB0EPFEM8C&source=gbs_api,['History'],
Spurs for Suzanna,,['Betty Cavanna'],,http://books.google.nl/books?id=r0zltAEACAAJ&dq=Spurs+for+Suzanna&hl=&cd=1&source=gbs_api,,1957,http://books.google.nl/books?id=r0zltAEACAAJ&dq=Spurs+for+Suzanna&hl=&source=gbs_api,['Horses'],
Voodoo in New Orleans,"The author examines ""the true origin of voodooism [and] its practice in America, particularly in New Orleans.""--Cover.",['Robert Tallant'],http://books.google.com/books/content?id=nbYpfEZO0EQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=nbYpfEZO0EQC&q=Voodoo+in+New+Orleans&dq=Voodoo+in+New+Orleans&hl=&cd=1&source=gbs_api,Pelican Publishing,2003,http://books.google.nl/books?id=nbYpfEZO0EQC&dq=Voodoo+in+New+Orleans&hl=&source=gbs_api,['History'],3.0
Copper Plate Photogravure: Demystifying the Process,"Copper Plate Photogravure describes in comprehensive detail the technique of traditional copper plate photogravure as would be practiced by visual artists using normally available facilities and materials. Attention is paid to step-by-step guidance through the many stages of the process. A detailed manual of technique, Copper Plate Photogravure also offers the history of the medium and reference to past alternative methods of practice. Copper Plate Photogravure: Demystifying the Process is part of the current revitalization of one of the most satisfyingly beautiful image-making processes. The range of ink color and paper quality possibilities is endless. The potential for handwork and alteration of the copper plate provides yet another realm of expressive variation. The subject matter and the treatment are as variable and broad as photography itself. This book's purpose is to demystify and clarify what is a complex but altogether ""do-able"" photomechanical process using currently available materials. With Copper Plate Photogravure, you will learn how to: · produce a full-scale film positive from a photographic negative · sensitize the gravure tissue to prepare it for exposure to the positive · prepare the plate and develop the gelatin resist prior to etching · prepare the various strengths of etching solutions and etch the plate to achieve a full tonal scale · rework the plate using printmaking tools to correct flaws or to adjust the image for aesthetic reasons · use the appropriate printing inks, ink additives, quality papers, and printshop equipment to produce a high quality print A historical survey and appendices of detailed technical information, charts, and tables are included, as well as a list of suppliers and sources for the materials required, some of which are highly specialized. A comprehensive glossary introduces the non-photographer or non-printmaker to many of the terms particular to those fields and associated with this process.","['David Morrish', 'Marlene MacCallum']",http://books.google.com/books/content?id=viCoBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=viCoBgAAQBAJ&printsec=frontcover&dq=Copper+Plate+Photogravure:+Demystifying+the+Process&hl=&cd=1&source=gbs_api,CRC Press,2003-04-03,https://play.google.com/store/books/details?id=viCoBgAAQBAJ&source=gbs_api,['Photography'],
Male and female: A study of the sexes in a changing world,,['Margaret Mead'],,http://books.google.nl/books?id=vYyhzQEACAAJ&dq=Male+and+female:+A+study+of+the+sexes+in+a+changing+world&hl=&cd=1&source=gbs_api,,1949,http://books.google.nl/books?id=vYyhzQEACAAJ&dq=Male+and+female:+A+study+of+the+sexes+in+a+changing+world&hl=&source=gbs_api,,
THE THEORY OF ECONOMIC GROWTH,,['Joan Robinson'],http://books.google.com/books/content?id=xVGuCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=xVGuCwAAQBAJ&printsec=frontcover&dq=THE+THEORY+OF+ECONOMIC+GROWTH&hl=&cd=1&source=gbs_api,Springer,1965-01-01,https://play.google.com/store/books/details?id=xVGuCwAAQBAJ&source=gbs_api,['Business & Economics'],
Letters from New Orleans,"In January of 2000, Rob Walker left a high-powered media job in New York, and with his girlfriend, moved to New Orleans. Letters from New Orleans collects, in one volume, the delightful and unsettling observations Walker sent to friends and fans about his intriguing new life in New Orleans.",['Rob Walker'],http://books.google.com/books/content?id=NyC6BwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=NyC6BwAAQBAJ&pg=PT6&dq=Letters+from+New+Orleans&hl=&cd=1&source=gbs_api,Garrett County Press,2010-08-16,https://play.google.com/store/books/details?id=NyC6BwAAQBAJ&source=gbs_api,['Travel'],2.0
The Gnashing of Teeth,"A young American infantryman finds himself in a Korean troop train hurrying north to the front early in 1953. Thus begins a story of humor, pathos, horror, bitterness, and a chilling look at the class discrimination–whether intended or accidental–that created a warrior class of poor, uneducated men to fight a vicious enemy in a forlorn, inhospitable country. Later, this soldier’s epiphany comes from the lips of one of his beloved comrades, and creates the metaphor for much of the harrowing journey that is The Gnashing of Teeth. You will be witness to his growth, agonizing choices and painful search for redemption where little was forthcoming. Love also finds its way into this novel, beginning and ending in unlikely and sometimes heart-rending circumstances. Whether or not this soldier survives his journey is a growing concern readers will not satisfy until the very last words of this epic. This is a fresh, powerful glimpse of the war many have called forgotten, but which the author convinces us, is well worth not doing so!",['James Charles Raymond'],http://books.google.com/books/content?id=TaIqTC-vIh4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=TaIqTC-vIh4C&printsec=frontcover&dq=The+Gnashing+of+Teeth&hl=&cd=1&source=gbs_api,iUniverse,2002,http://books.google.nl/books?id=TaIqTC-vIh4C&dq=The+Gnashing+of+Teeth&hl=&source=gbs_api,['Fiction'],
